LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/min),(pixel/min),(pixel),(min),(pixel),(pixel),(pixel),
ID14148 → ID14464,0,14148,14464,16.518835371354317,0.17638189626766937,4.064337014982187,4.064337014982187,47.5,919.2839796190258,314.3214951848045,0.0,
ID2269 → ID2503,0,2269,2503,1.5751305664065223,0.8277565239456758,1.255042057624573,1.255042057624573,1.5,926.4573788825732,333.408485343705,0.0,
ID15430 → ID15652,0,15430,15652,7.96277707967101,0.3850020434935605,2.82183930791089,2.82183930791089,52.5,931.9525127087873,272.15607480029047,0.0,
ID15719 → ID15927,0,15719,15927,2.683248407394892,0.9590459000440442,1.6380623942313346,1.6380623942313346,53.5,927.6378442583347,308.4305355632952,0.0,
ID23373 → ID23610,0,23373,23610,3.061926878093255,0.4028101153755813,1.7498362432219923,1.7498362432219923,81.5,926.2428378460111,228.24527479284694,0.0,
ID17617 → ID17846,0,17617,17846,16.079701958550814,0.017764276905184815,4.009950368589468,4.009950368589468,60.5,941.0359445168767,259.3364298131247,0.0,
ID14589 → ID14889,0,14589,14889,6.1496360270656805,0.5325878103943402,2.479845968415313,2.479845968415313,49.5,931.5245631852923,280.66421365386987,0.0,
ID24272 → ID24475,0,24272,24475,14.464776818205756,0.2983061633850895,3.8032587103963564,3.8032587103963564,84.5,907.2633613112688,261.9670238140046,0.0,
ID12448 → ID12792,0,12448,12792,4.006382694384231,0.1530078600294767,2.0015950375598535,2.0015950375598535,41.5,912.3263400766533,317.79257285678125,0.0,
ID18878 → ID19137,0,18878,19137,3.288660331250074,1.2481285284165167,1.8134663854756377,1.8134663854756377,65.5,925.6729626367696,286.16173697088993,0.0,
ID13896 → ID14182,0,13896,14182,4.713996969146563,1.1733214743729508,2.171174099225247,2.171174099225247,46.5,928.6174800423231,285.5462416999977,0.0,
ID19408 → ID19706,0,19408,19706,2.201840693755747,0.4232009803607013,1.4838600654225274,1.4838600654225274,67.5,920.9804972407123,287.6817536766797,0.0,
ID17068 → ID17313,0,17068,17313,8.841032718004701,1.212236266426007,2.97338741471822,2.97338741471822,58.5,941.8902825058742,282.90680933457594,0.0,
ID20313 → ID20613,0,20313,20613,8.854049605438824,1.34798850479737,2.9755755082737902,2.9755755082737902,70.5,944.4122582919977,288.2408283527952,0.0,
ID8079 → ID8334,0,8079,8334,27.934007854502887,0.21717100796954777,5.2852632720142605,5.2852632720142605,25.5,914.7975141333761,343.53981459153874,0.0,
ID16551 → ID16781,0,16551,16781,71.09115995178092,0.2943471942276709,8.431557385903325,8.431557385903325,56.5,934.6691594902288,277.14494889837897,0.0,
ID14347 → ID14589,0,14347,14589,5.24012736686009,0.9050663403594269,2.2891324485184534,2.2891324485184534,48.5,930.1920798023414,282.53962138530335,0.0,
ID7010 → ID7199,0,7010,7199,20.92284584266691,0.4475252657445201,4.574149739860612,4.574149739860612,20.5,911.9635683809698,330.94821687999877,0.0,
ID11572 → ID11941,0,11572,11941,2.4675774870617073,0.6957055512687416,1.570852471450361,1.570852471450361,38.5,914.5544217644515,325.51928084415783,0.0,
ID22486 → ID22774,0,22486,22774,17.441156641166412,0.17111287538932338,4.176261083932183,4.176261083932183,78.5,914.2543527718451,270.8661512984802,0.0,
ID7768 → ID8013,0,7768,8013,1.7272036393468833,3.102178085716798,1.314231197068036,1.314231197068036,23.5,917.8216979857659,307.7453613842497,0.0,
ID23717 → ID24038,0,23717,24038,3.695181553883351,0.08539926683732382,1.9222855026981167,1.9222855026981167,82.5,940.4851160989831,275.06333154923914,0.0,
ID23014 → ID23366,0,23014,23366,3.7512875246405475,0.7287116021139193,1.9368240820065583,1.9368240820065583,80.5,913.015829632734,264.6171714861768,0.0,
ID21928 → ID22269,0,21928,22269,9.066944451948977,0.5236532155486907,3.0111367375044558,3.0111367375044558,76.5,956.589177042744,286.4754507397988,0.0,
ID11042 → ID11363,0,11042,11363,0.7424822141235115,1.2606684256972243,0.8616740765066055,0.8616740765066055,36.5,915.5530933300845,328.93305087040096,0.0,
ID7350 → ID7615,0,7350,7615,7.627235339374875,0.41085211785841247,2.7617449808725776,2.7617449808725776,22.5,913.1438344757196,333.35212591816173,0.0,
ID21886 → ID22295,0,21886,22295,8.493791323564704,1.2670287255653663,2.9144109736900017,2.9144109736900017,76.5,931.5183551524486,228.8498879096432,0.0,
